21007015,Metal Knuckle (VII)
21008001,Mythril Rod (VI)
21008002,Rod (IV)
21008003,Serpent Rod (XII)
21008004,Healing Rod (XII)
21008005,Flame Rod (V)
21008006,Thunder Rod (V)
21008007,Gaia Rod (XII)
21008008,Power Rod (XII)
21008009,Poison Rod (VI)
21008010,Punisher (VI)
21008011,Lilith Rod (IV)
21008012,Guard Stick (VII)
21008013,Light Rod (III)
21008014,Empyrean Rod (XII)
21008017,Ice Rod (IV)
21008018,Gravity Rod (VI)
21008019,Mace (XII)
21008020,Bronze Mace (XII)
21009001,Cherry Staff (XII)
21009002,Oak Staff (XII)
21009003,Staff (IV)
21009004,Mage's Staff (II)
21009005,Mythril Staff (IV)
21009006,Power Staff (IV)
21009007,Golem Staff (III)
21009008,Diamond Mace (II)
21009009,Wizard's Staff (XII)
21009010,Golden Staff (XII)
21009011,Storm Staff (XII)
21009012,Glacial Staff (XII)
21009013,Flame Staff (XII)
21009015,Aura Staff (IV)
21009016,Rune Staff (IV)
21009017,Light Staff (III)
21009018,Sage's Staff (IV)
21009019,Judgment Staff (V)
21009020,Oaken Pole (XII)
21009021,Cypress Pole (XII)
21010001,Silver Bow (V)
21010002,Shortbow (XII)
21010003,Longbow (XII)
21010004,Flame Bow (V)
21010005,Frost Bow (V)
21010006,Thunder Bow (V)
21010007,Dark Bow (V)
21010008,Elven Bow (V)
21010009,Aevis Killer (XII)
21010010,Killer Bow (V)
21010011,Hayate Bow (V)
21010012,Bowgun (XII)
21011001,Silver Harp (V)
21012001,Whip (IV)
21012002,Blitz Whip (IV)
21012003,Ice Whip (IV)
21013001,Moonring Blade (VI)
21013002,Boomerang (VI)
21013003,Chakram (III)
21013004,Shuriken (III)
21013006,Valkyrie (VIII)
21014001,Healing Grimoire
21030001,Official Ball (X)
22050001,Leather Shield (V)
22050002,Bronze Shield (V)
22050003,Round Shield (XII)
22050004,Buckler (XII)
22050005,Iron Shield (IV)
22050006,Mythril Shield (IV)
22050007,Golden Shield (V)
22050008,Diamond Shield (V)
22050009,Shell Shield (XII)
22050010,Flame Shield (IV)
22050011,Ice Shield (IV)
22050012,Aegis Shield (IV)
22050013,Crystal Shield (VI)
22050014,Genji Shield (IV)
22050015,Lustrous Shield (IV)
22050016,Heavy Shield (VI)
22050018,Golden Shield (II)
22051001,Plumed Hat (V)
22051002,Twist Headband (V)
22051003,Leather Cap (VI)
22051004,Hairband (VI)
22051006,Gold Hairpin (V)
22051007,Lamia's Tiara (V)
22051008,Circlet (V)
22051009,Red Cap (VI)
22051010,Hypno Crown (V)
22051011,Royal Crown (VI)
22051013,Wizard's Hat (IV)
22051014,Green Beret (IV)
22051015,Black Cowl (IV)
22051016,Sage's Miter (IV)
22051017,Beret (VI)
22051019,Ten-gallon Hat (VIII)
22052001,Bronze Helm (V)
22052002,Bronze Helm (II)
22052003,Iron Helm (IV)
22052004,Shell Helm (III)
22052005,Flame Helm (II)
22052006,Giant's Helm (II)
22052007,Mythril Helm (IV)
22052008,Dragon Helm (III)
22052009,Viking Helm (III)
22052010,Ice Helm (III)
22052011,Golden Helm (VI)
22052012,Diamond Helm (VI)
22052013,Genji Helm (V)
22052014,Thornlet (V)
22052015,Crystal Helm (VI)
22053001,Copper Cuirass (V)
22053002,Vest (III)
22053003,Leather Clothing (IV)
22053007,Kenpo Gi (IV)
22053008,Power Sash (IV)
22053009,Mirage Vest (V)
22053010,Black Belt Gi (III)
22053013,Diamond Vest (VI)
22053014,Black Garb (IV)
22053015,Red Jacket (VI)
22053018,Bright Armguard (X)
22053019,Balamb Garden Uniform (VIII)
22054001,Bronze Armor (V)
22054002,Leather Armor (III)
22054003,Leather Armor (VI)
22054004,Iron Armor (IV)
22054005,Bone Mail (V)
22054007,Mythril Armor (IV)
22054008,Knight Armor (III)
22054009,Demon Mail (III)
22054010,Golden Armor (VI)
22054012,Flame Mail (IV)
22054013,Ice Armor (IV)
22054014,Crystal Armor (V)
22054015,Genji Armor (V)
22054016,Diamond Armor (VI)
22054017,Mythril Vest (VI)
22054018,Mythril Mail (VI)
22054021,Knight's Armor (I)
22055001,Mage Robe (III)
22055002,Cotton Robe (VI)
22055003,Silk Robe (VI)
22055004,Scholar Robe (III)
22055005,Bard's Tunic (IV)
22055006,Gaia Gear (IV)
22055007,Luminous Robe (V)
22055008,White Dress (VI)
22055009,Magus Robe (VI)
22055011,Sage's Surplice (IV)
22055012,Black Robe (IV)
22055013,White Robe (IV)
22055014,Regal Gown (VI)
22056001,Bronze Bangle (VII)
22056002,Iron Bangle (VII)
22056003,Mythril Armlet (VII)
22056004,Carbon Bangle (VII)
22056005,Silver Armlet (VII)
22056006,Diamond Bangle (VII)
22056007,Crystal Bangle (VII)
22056008,Rune Armlet (VII)
22056012,Wizard Armlet (X)
23080001,Power Wrist (VII)
23080002,Earring (VII)
23080003,Talisman (VII)
23080009,Choco Feather (VII)
23080010,Star Pendant (VII)
23080011,Silver Glasses (VII)
23080012,Protect Ring (VII)
23080019,Hyper Wrist (VI)
23080020,Hero's Ring (VI)
24098001,Tiny Scarletite
24098002,Small Scarletite
24098003,Scarletite
24098004,Large Scarletite
24099001,Tiny Adamantite
24099002,Small Adamantite
24099003,Adamantite
24099004,Large Adamantite
40000001,Minor Power Orb
40000002,Lesser Power Orb
40000003,Power Orb
40000004,Greater Power Orb
40000005,Major Power Orb
40000006,Minor White Orb
40000007,Lesser White Orb
40000008,White Orb
40000009,Greater White Orb
40000010,Major White Orb
40000011,Minor Black Orb
40000012,Lesser Black Orb
40000013,Black Orb
40000014,Greater Black Orb
40000015,Major Black Orb
40000016,Minor Blue Orb
40000017,Lesser Blue Orb
40000018,Blue Orb
40000019,Greater Blue Orb
40000020,Major Blue Orb
40000021,Minor Summon Orb
40000022,Lesser Summon Orb
40000023,Summon Orb
40000024,Greater Summon Orb
40000025,Major Summon Orb
40000026,Minor Non-Elemental Orb
40000027,Lesser Non-Elemental Orb
40000028,Non-Elemental Orb
40000029,Greater Non-Elemental Orb
40000030,Major Non-Elemental Orb
40000031,Minor Fire Orb
40000032,Lesser Fire Orb
40000033,Fire Orb
40000034,Greater Fire Orb
40000035,Major Fire Orb
40000036,Minor Ice Orb
40000037,Lesser Ice Orb
40000038,Ice Orb
40000039,Greater Ice Orb
40000040,Major Ice Orb
40000041,Minor Lightning Orb
40000042,Lesser Lightning Orb
40000043,Lightning Orb
40000044,Greater Lightning Orb
40000045,Major Lightning Orb
40000046,Minor Earth Orb
40000047,Lesser Earth Orb
40000048,Earth Orb
40000049,Greater Earth Orb
40000050,Major Earth Orb
40000051,Minor Wind Orb
40000052,Lesser Wind Orb
40000053,Wind Orb
40000054,Greater Wind Orb
40000055,Major Wind Orb
40000056,Minor Holy Orb
40000057,Lesser Holy Orb
40000058,Holy Orb
40000059,Greater Holy Orb
40000060,Major Holy Orb
40000061,Minor Dark Orb
40000062,Lesser Dark Orb
40000063,Dark Orb
40000064,Greater Dark Orb
40000065,Major Dark Orb
70000004,Greater Growth Egg
21009003,Staff (IV)
21009003,Staff (IV)
21009003,Staff (IV)
21002015,Falchion (VI)
21009003,Staff (IV)
21002015,Falchion (VI)
21001008,Mythril Dagger (IX)
21009003,Staff (IV)
21002015,Falchion (VI)
21001008,Mythril Dagger (IX)
21001003,Dagger (IX)
21009003,Staff (IV)
21002015,Falchion (VI)
21001008,Mythril Dagger (IX)
21001003,Dagger (IX)
21008009,Poison Rod (VI)
21009003,Staff (IV)
21002015,Falchion (VI)
21001008,Mythril Dagger (IX)
21001003,Dagger (IX)
21008009,Poison Rod (VI)
21011001,Silver Harp (V)
21009003,Staff (IV)
21002015,Falchion (VI)
21001008,Mythril Dagger (IX)
21001003,Dagger (IX)
21008009,Poison Rod (VI)
21011001,Silver Harp (V)
22052007,Mythril Helm (IV)
21001010,Dancing Dagger (V)
22052006,Giant's Helm (II)
21004006,Death Sickle (V)
21013004,Shuriken (III)
23080009,Choco Feather (VII)
21008013,Light Rod (III)
21009017,Light Staff (III)
22051010,Hypno Crown (V)
22053015,Red Jacket (VI)
22053013,Diamond Vest (VI)
22052012,Diamond Helm (VI)
21012002,Blitz Whip (IV)
21030001,Official Ball (X)
22055008,White Dress (VI)
21002023,Buster Sword (VII)
21005005,Sledgehammer (XII)
23080017,Jeweled Ring (VI)
23080014,Peace Ring (VII)
23080020,Hero's Ring (VI)
23080019,Hyper Wrist (VI)
21010010,Killer Bow (V)
21008014,Empyrean Rod (XII)
21001012,Ripper (II)
22052013,Genji Helm (V)
21004009,Giant's Axe (V)
21002019,Icebrand (IV)
23080009,Choco Feather (VII)
22056007,Crystal Bangle (VII)
21008010,Punisher (VI)
22050014,Genji Shield (IV)
22055015,Gaia Vest (III)
21008018,Gravity Rod (VI)
21011002,Madhura Harp (III)
22051018,Feathered Hat (III)
21004007,Rune Axe (V)
21009019,Judgment Staff (V)
21001007,Cat Claws (II)
22051011,Royal Crown (VI)
21002022,Crystal Sword (VI)
22054022,Galbadian Armor (VIII)
23080017,Jeweled Ring (VI)
21001021,Danjuro (XII)
21001030,Mesmerize Blade (VIII)
21003010,Nodachi (X)
21010011,Hayate Bow (V)
21002041,Defender (I)
21008007,Gaia Rod (XII)
21008017,Ice Rod (IV)
22052008,Dragon Helm (III)
21006012,Golden Spear (VI)
22054009,Demon Mail (III)
22051007,Lamia's Tiara (V)
22052017,Diamond Helm (III)
21010009,Aevis Killer (XII)
23080021,Angel Ring (V)
22055007,Luminous Robe (V)
23080011,Silver Glasses (VII)
23080011,Silver Glasses (VII)
23080019,Hyper Wrist (VI)
23080005,Fire Ring (VII)
22055012,Black Robe (IV)
21001017,Gladius (IX)
22052009,Viking Helm (III)
22051006,Gold Hairpin (V)
21001016,Platinum Dagger (XII)
21014001,Healing Grimoire
21002020,Defender (IV)
22053014,Black Garb (IV)
22055013,White Robe (IV)
21002040,Warrior's Sword (X)
21003007,Kiku-ichimonji (VI)
21008006,Thunder Rod (V)
22053010,Black Belt Gi (III)
22054015,Genji Armor (V)
22054015,Genji Armor (V)
21002018,Sleep Blade (IV)
21002033,Zantetsuken (VI)
21007015,Metal Knuckle (VII)
22054014,Crystal Armor (V)
21007019,Power Glove (XIII)
21006010,Trident (XII)
22050018,Golden Shield (II)
21002042,Blitz Sword (VIII)
21013001,Moonring Blade (VI)
21001019,Maneater (VI)
23080023,Durable Power Wristband (XIII)
23080014,Peace Ring (VII)
23080017,Jeweled Ring (VI)
23080015,Barrier Ring (VI)
21002030,Diamond Sword (XII)
22051012,Mystery Veil (VI)
21001021,Danjuro (XII)
22051019,Ten-gallon Hat (VIII)
21002032,Thunder Blade (VI)
21009024,Healer's Staff (XIII)
21002038,Wing Sword (II)
21001029,Dancing Dagger (IV)
21013007,Rising Sun (VI)
21006012,Golden Spear (VI)
23080019,Hyper Wrist (VI)
23080018,Angel Wings (VI)
23080020,Hero's Ring (VI)
21002005,Coral Sword (V)
23080005,Fire Ring (VII)
21002025,Brotherhood (X)
21006020,Heat Lance (X)
22051020,Crusader Mask (X)
22053020,Crusader Cuirass (X)
21002044,Fencing Sabre (X)
23080010,Star Pendant (VII)
21002061,Soldier's Sabre (X)
22053018,Bright Armguard (X)
22053015,Red Jacket (VI)
23080024,Safety Bit (X)
22056014,Silver Bangle (XIII)
22052016,Dark Helm (IV)
22050019,Emerald Shield (X)
22052016,Dark Helm (IV)
22056007,Crystal Bangle (VII)
21014003,Sentinel's Grimoire
22052015,Crystal Helm (VI)
21008017,Ice Rod (IV)
24099005,Giant Adamantite
22055020,Magician Robe (IX)
21008029,Stardust Rod (IX)
23080041,Power Belt (IX)
21010011,Hayate Bow (V)
24099005,Giant Adamantite
23080074,Magic Armlet (IX)
21008018,Gravity Rod (VI)
22054021,Knight's Armor (I)
21002009,Enhancer (V)
21002052,Diamond Sword (IX)
21001037,Mage Masher (IX)
22056012,Wizard Armlet (X)
21001019,Maneater (VI)
22051019,Ten-gallon Hat (VIII)
21004011,Hammerhead (XII)
21015002,Valiant (VIII)
22053014,Black Garb (IV)
22054037,Minotaur Plate (VIII)
22051011,Royal Crown (VI)
21002042,Blitz Sword (VIII)
21013012,Fujin's Chakram (VIII)
21009019,Judgment Staff (V)
22054022,Galbadian Armor (VIII)
23080015,Barrier Ring (VI)
24099005,Giant Adamantite
22053018,Bright Armguard (X)
23080029,White Cape (VII)
21001030,Mesmerize Blade (VIII)
22053033,Survival Vest (IX)
22056013,Gold Bangle (XIII)
21002064,Butterfly Edge (VII)
22056013,Gold Bangle (XIII)
22056013,Gold Bangle (XIII)
22053033,Survival Vest (IX)
22053018,Bright Armguard (X)
22056012,Wizard Armlet (X)
22050019,Emerald Shield (X)
21001044,Shark (VII)
21008014,Empyrean Rod (XII)
21031001,Diamond Pin (VII)
22056011,Edincoat (VII)
23080012,Protect Ring (VII)
21008015,Full Metal Staff (VII)
22056011,Edincoat (VII)
22051019,Ten-gallon Hat (VIII)
22056017,Gold Armlet (VII)
22054014,Crystal Armor (V)
21003022,One-Winged Angel (VII)
21001044,Shark (VII)
22055014,Regal Gown (VI)
22056017,Gold Armlet (VII)
21010011,Hayate Bow (V)
24099005,Giant Adamantite
23080026,Touph Ring (VII)
21015004,Altair (XII)
22055019,Shepherd's Bolero (XII)
22054021,Knight's Armor (I)
22053040,Adamant Vest (IX)
22050028,Kaiser Shield (XII)
21001021,Danjuro (XII)
21004011,Hammerhead (XII)
22056014,Silver Bangle (XIII)
22050014,Genji Shield (IV)
22050028,Kaiser Shield (XII)
22050028,Kaiser Shield (XII)
22054038,Golden Armor (XII)
21007019,Power Glove (XIII)
22052013,Genji Helm (V)
22056007,Crystal Bangle (VII)
22050014,Genji Shield (IV)
22053042,Viking Coat (XII)
21001021,Danjuro (XII)
21001034,Gladius (XII)
22054038,Golden Armor (XII)
22054016,Diamond Armor (VI)
21008018,Gravity Rod (VI)
21002038,Wing Sword (II)
21015007,Ras Algethi (XII)
23080054,Sash (XII)
24099005,Giant Adamantite
23080039,Rose Corsage (XII)
21008018,Gravity Rod (VI)
22053033,Survival Vest (IX)
21002028,Mythgraven Blade (IV)
22054019,Dark Armor (IV)
21003006,Masamune Blade (VII)
21001021,Danjuro (XII)
22053015,Red Jacket (VI)
21002052,Diamond Sword (IX)
22054029,Diamond Armor (IV)
21006025,Wind Spear (IV)
24098005,Giant Scarletite
24099005,Giant Adamantite
24098005,Giant Scarletite
24099005,Giant Adamantite
23080035,Gauntlets (IV)
21009024,Healer's Staff (XIII)
21007019,Power Glove (XIII)
22053033,Survival Vest (IX)
22050014,Genji Shield (IV)
21013012,Fujin's Chakram (VIII)
21006025,Wind Spear (IV)
22055024,Monk Robe (X)
23080017,Jeweled Ring (VI)
21006020,Heat Lance (X)
21003006,Masamune Blade (VII)
22054016,Diamond Armor (VI)
22056013,Gold Bangle (XIII)
21013012,Fujin's Chakram (VIII)
21002041,Defender (I)
22054037,Minotaur Plate (VIII)
22050019,Emerald Shield (X)
21030001,Official Ball (X)
21002009,Enhancer (V)
21008016,Magistral Rod (X)
21010011,Hayate Bow (V)
23080017,Jeweled Ring (VI)
23080089,Soft Bracer (X)
21008014,Empyrean Rod (XII)
21002057,Betrayal Sword (VIII)
22051027,Galbadian Helmet (VIII)
21007008,Wyvern Claws (III)
21012006,Sleipnir's Tail (VIII)
21008044,Flail (VIII)
22054038,Golden Armor (XII)
21008045,Morning Star (VIII)
21013012,Fujin's Chakram (VIII)
21002057,Betrayal Sword (VIII)
21006006,Javelin (V)
21001019,Maneater (VI)
21001014,Air Knife (VI)
21009008,Diamond Mace (II)
24098003,Scarletite
22051027,Galbadian Helmet (VIII)
21008044,Flail (VIII)
22050012,Aegis Shield (IV)
22054014,Crystal Armor (V)
21008045,Morning Star (VIII)
24098004,Large Scarletite
24098004,Large Scarletite
24098004,Large Scarletite
23080090,Power Vest (VIII)
24098005,Giant Scarletite
23080047,Hyper Wrist (VIII)
24099003,Adamantite
24099003,Adamantite
24099003,Adamantite
24099003,Adamantite
22050014,Genji Shield (IV)
22054021,Knight's Armor (I)
21006012,Golden Spear (VI)
22054014,Crystal Armor (V)
22053040,Adamant Vest (IX)
22051045,Defense Veil (X)
21006032,Partisan (VI)
21007022,Kaiser Knuckles (VI)
21007006,Mythril Claws (VI)
21007006,Mythril Claws (VI)
21009024,Healer's Staff (XIII)
22051012,Mystery Veil (VI)
22051012,Mystery Veil (VI)
21013005,Hawkeye (VI)
21001010,Dancing Dagger (V)
22052006,Giant's Helm (II)
21004006,Death Sickle (V)
21013004,Shuriken (III)
23080009,Choco Feather (VII)
21008013,Light Rod (III)
21009017,Light Staff (III)
22051010,Hypno Crown (V)
22053015,Red Jacket (VI)
22053013,Diamond Vest (VI)
22052012,Diamond Helm (VI)
21012002,Blitz Whip (IV)
21030001,Official Ball (X)
22055008,White Dress (VI)
21002023,Buster Sword (VII)
21005005,Sledgehammer (XII)
23080017,Jeweled Ring (VI)
23080014,Peace Ring (VII)
23080020,Hero's Ring (VI)
23080019,Hyper Wrist (VI)
21010010,Killer Bow (V)
21008014,Empyrean Rod (XII)
21001012,Ripper (II)
22052013,Genji Helm (V)
21004009,Giant's Axe (V)
21002019,Icebrand (IV)
23080009,Choco Feather (VII)
22056007,Crystal Bangle (VII)
21008010,Punisher (VI)
22050014,Genji Shield (IV)
22055015,Gaia Vest (III)
21008018,Gravity Rod (VI)
21011002,Madhura Harp (III)
22051018,Feathered Hat (III)
21004007,Rune Axe (V)
21009019,Judgment Staff (V)
21001007,Cat Claws (II)
22051011,Royal Crown (VI)
21002022,Crystal Sword (VI)
22054022,Galbadian Armor (VIII)
23080017,Jeweled Ring (VI)
21001021,Danjuro (XII)
21001030,Mesmerize Blade (VIII)
21003010,Nodachi (X)
21010011,Hayate Bow (V)
21002041,Defender (I)
21008007,Gaia Rod (XII)
21008017,Ice Rod (IV)
22052008,Dragon Helm (III)
21006012,Golden Spear (VI)
22054009,Demon Mail (III)
22051007,Lamia's Tiara (V)
22052017,Diamond Helm (III)
21010009,Aevis Killer (XII)
23080021,Angel Ring (V)
22055007,Luminous Robe (V)
23080011,Silver Glasses (VII)
23080011,Silver Glasses (VII)
23080019,Hyper Wrist (VI)
23080005,Fire Ring (VII)
22055012,Black Robe (IV)
21001017,Gladius (IX)
22052009,Viking Helm (III)
22051006,Gold Hairpin (V)
21001016,Platinum Dagger (XII)
21014001,Healing Grimoire
21002020,Defender (IV)
22053014,Black Garb (IV)
22055013,White Robe (IV)
21002040,Warrior's Sword (X)
21003007,Kiku-ichimonji (VI)
21008006,Thunder Rod (V)
22053010,Black Belt Gi (III)
22054015,Genji Armor (V)
22054015,Genji Armor (V)
21002018,Sleep Blade (IV)
21002033,Zantetsuken (VI)
21007015,Metal Knuckle (VII)
22054014,Crystal Armor (V)
21007019,Power Glove (XIII)
21006010,Trident (XII)
22050018,Golden Shield (II)
21002042,Blitz Sword (VIII)
21013001,Moonring Blade (VI)
21001019,Maneater (VI)
23080023,Durable Power Wristband (XIII)
23080014,Peace Ring (VII)
23080017,Jeweled Ring (VI)
23080015,Barrier Ring (VI)
21002030,Diamond Sword (XII)
22051012,Mystery Veil (VI)
21001021,Danjuro (XII)
22051019,Ten-gallon Hat (VIII)
21002032,Thunder Blade (VI)
21009024,Healer's Staff (XIII)
21002038,Wing Sword (II)
21001029,Dancing Dagger (IV)
21013007,Rising Sun (VI)
21006012,Golden Spear (VI)
23080019,Hyper Wrist (VI)
23080018,Angel Wings (VI)
23080020,Hero's Ring (VI)
21002005,Coral Sword (V)
23080005,Fire Ring (VII)
21002025,Brotherhood (X)
21006020,Heat Lance (X)
22051020,Crusader Mask (X)
22053020,Crusader Cuirass (X)
21002044,Fencing Sabre (X)
23080010,Star Pendant (VII)
21002061,Soldier's Sabre (X)
22053018,Bright Armguard (X)
22053015,Red Jacket (VI)
23080024,Safety Bit (X)
22056014,Silver Bangle (XIII)
22052016,Dark Helm (IV)
22050019,Emerald Shield (X)
22052016,Dark Helm (IV)
22056007,Crystal Bangle (VII)
21014003,Sentinel's Grimoire
22052015,Crystal Helm (VI)
21008017,Ice Rod (IV)
24099005,Giant Adamantite
22055020,Magician Robe (IX)
21008029,Stardust Rod (IX)
23080041,Power Belt (IX)
21010011,Hayate Bow (V)
24099005,Giant Adamantite
23080074,Magic Armlet (IX)
21008018,Gravity Rod (VI)
22054021,Knight's Armor (I)
21002009,Enhancer (V)
21002052,Diamond Sword (IX)
21001037,Mage Masher (IX)
22056012,Wizard Armlet (X)
21001019,Maneater (VI)
22051019,Ten-gallon Hat (VIII)
21004011,Hammerhead (XII)
21015002,Valiant (VIII)
22053014,Black Garb (IV)
22054037,Minotaur Plate (VIII)
22051011,Royal Crown (VI)
21002042,Blitz Sword (VIII)
21013012,Fujin's Chakram (VIII)
21009019,Judgment Staff (V)
22054022,Galbadian Armor (VIII)
23080015,Barrier Ring (VI)
24099005,Giant Adamantite
22053018,Bright Armguard (X)
23080029,White Cape (VII)
21001030,Mesmerize Blade (VIII)
22053033,Survival Vest (IX)
22056013,Gold Bangle (XIII)
21002064,Butterfly Edge (VII)
22056013,Gold Bangle (XIII)
22056013,Gold Bangle (XIII)
22053033,Survival Vest (IX)
22053018,Bright Armguard (X)
22056012,Wizard Armlet (X)
22050019,Emerald Shield (X)
21001044,Shark (VII)
21008014,Empyrean Rod (XII)
21031001,Diamond Pin (VII)
22056011,Edincoat (VII)
23080012,Protect Ring (VII)
21008015,Full Metal Staff (VII)
22056011,Edincoat (VII)
22051019,Ten-gallon Hat (VIII)
22056017,Gold Armlet (VII)
22054014,Crystal Armor (V)
21003022,One-Winged Angel (VII)
21001044,Shark (VII)
22055014,Regal Gown (VI)
22056017,Gold Armlet (VII)
21010011,Hayate Bow (V)
24099005,Giant Adamantite
23080026,Touph Ring (VII)
21015004,Altair (XII)
22055019,Shepherd's Bolero (XII)
22054021,Knight's Armor (I)
22053040,Adamant Vest (IX)
22050028,Kaiser Shield (XII)
21001021,Danjuro (XII)
21004011,Hammerhead (XII)
22056014,Silver Bangle (XIII)
22050014,Genji Shield (IV)
22050028,Kaiser Shield (XII)
22050028,Kaiser Shield (XII)
22054038,Golden Armor (XII)
21007019,Power Glove (XIII)
22052013,Genji Helm (V)
22056007,Crystal Bangle (VII)
22050014,Genji Shield (IV)
22053042,Viking Coat (XII)
21001021,Danjuro (XII)
21001034,Gladius (XII)
22054038,Golden Armor (XII)
22054016,Diamond Armor (VI)
21008018,Gravity Rod (VI)
21002038,Wing Sword (II)
21015007,Ras Algethi (XII)
23080054,Sash (XII)
24099005,Giant Adamantite
23080039,Rose Corsage (XII)
21008018,Gravity Rod (VI)
22053033,Survival Vest (IX)
21002028,Mythgraven Blade (IV)
22054019,Dark Armor (IV)
21003006,Masamune Blade (VII)
21001021,Danjuro (XII)
22053015,Red Jacket (VI)
21002052,Diamond Sword (IX)
22054029,Diamond Armor (IV)
21006025,Wind Spear (IV)
24098005,Giant Scarletite
24099005,Giant Adamantite
24098005,Giant Scarletite
24099005,Giant Adamantite
23080035,Gauntlets (IV)
21009024,Healer's Staff (XIII)
21007019,Power Glove (XIII)
22053033,Survival Vest (IX)
22050014,Genji Shield (IV)
21013012,Fujin's Chakram (VIII)
21006025,Wind Spear (IV)
22055024,Monk Robe (X)
23080017,Jeweled Ring (VI)
21006020,Heat Lance (X)
21003006,Masamune Blade (VII)
22054016,Diamond Armor (VI)
22056013,Gold Bangle (XIII)
21013012,Fujin's Chakram (VIII)
21002041,Defender (I)
22054037,Minotaur Plate (VIII)
22050019,Emerald Shield (X)
21030001,Official Ball (X)
21002009,Enhancer (V)
21008016,Magistral Rod (X)
21010011,Hayate Bow (V)
23080017,Jeweled Ring (VI)
23080089,Soft Bracer (X)
21008014,Empyrean Rod (XII)
21002057,Betrayal Sword (VIII)
22051027,Galbadian Helmet (VIII)
21007008,Wyvern Claws (III)
21012006,Sleipnir's Tail (VIII)
21008044,Flail (VIII)
22054038,Golden Armor (XII)
21008045,Morning Star (VIII)
21013012,Fujin's Chakram (VIII)
21002057,Betrayal Sword (VIII)
21006006,Javelin (V)
21001019,Maneater (VI)
21001014,Air Knife (VI)
21009008,Diamond Mace (II)
24098003,Scarletite
22051027,Galbadian Helmet (VIII)
21008044,Flail (VIII)
22050012,Aegis Shield (IV)
22054014,Crystal Armor (V)
21008045,Morning Star (VIII)
24098004,Large Scarletite
24098004,Large Scarletite
24098004,Large Scarletite
23080090,Power Vest (VIII)
24098005,Giant Scarletite
23080047,Hyper Wrist (VIII)
24099003,Adamantite
24099003,Adamantite
24099003,Adamantite
24099003,Adamantite
22050014,Genji Shield (IV)
22054021,Knight's Armor (I)
21006012,Golden Spear (VI)
22054014,Crystal Armor (V)
22053040,Adamant Vest (IX)
22051045,Defense Veil (X)
21006032,Partisan (VI)
21007022,Kaiser Knuckles (VI)
21007006,Mythril Claws (VI)
21007006,Mythril Claws (VI)
21009024,Healer's Staff (XIII)
22051012,Mystery Veil (VI)
22051012,Mystery Veil (VI)
21013005,Hawkeye (VI)
21001010,Dancing Dagger (V)
22052006,Giant's Helm (II)
21004006,Death Sickle (V)
21013004,Shuriken (III)
23080009,Choco Feather (VII)
